Pelipper | PepperBird
Iron Jugulis | Whaaaaaat.
Garchomp | Dommy Mommy
Dondozo | Large Marge
Tatsugiri | Sashimi
Iron Bundle | Iron Santa
Chi-Yu | Smiles back
Iron Jugulis | Whaaaaaat.
Garchomp | Dommy Mommy
Amoonguss | Lui
Iron Hands | Rox
Chi-Yu | Sam
Palafin | Mindy
Annihilape | Hamlet's Dad
Scizor | Scissors
Chien-Pao | Ice Weasel
Azumarill | Jessica
Flutter Mane | Adolf *bleep*
Arcanine | Benito Mussolini
Gholdengo | Joseph Stalin
Iron Jugulis | Whaaaaaat.
Garchomp | Dommy Mommy
Flutter Mane | Shadow Wizard
Scizor | Scissors
Chien-Pao | Ice Weasel
Arcanine | Fido
Azumarill | Jessica
Scizor | Scissors
Azumarill | Jessica
Scizor | Scissors
Flutter Mane | Misdreavus v2
Chien-Pao | Ice Weasel
Azumarill | Jessica
Corviknight | Raven
Annihilape | Robin
Amoonguss | Terra
Flutter Mane | Star fire
Scizor | Scissors
Chien-Pao | Ice Weasel
Arcanine | Fido
Amoonguss | Wo-Chein
Garchomp | Dommy Mommy
Chien-Pao | Tara
Arcanine | good boi
Gastrodon | GROHAHSHSHSH
Tyranitar | Great Tyrant
Corviknight | IRON BIRD
Houndstone | 小白
Kilowattrel | Milo
Brambleghast | Sandyghast
Flutter Mane | Mimi
Flutter Mane | Pearls
Gothitelle | Ironmouse
Chi-Yu | Chi-Chi
Palafin | ALLMIGHTU
Scizor | Scissors
Chien-Pao | Ice Weasel
Arcanine | Fido
Azumarill | Jessica
Scizor | Scissors
Flutter Mane | Misdreavus v2
Chien-Pao | Ice Weasel
Azumarill | Jessica
Houndstone | 小白
Scizor | Scissors
Flutter Mane | Misdreavus v2
Chien-Pao | Ice Weasel
Azumarill | Jessica
Indeedee | the red light
Armarouge | roxanne
Meowscarada | tuxedo flower
Palafin | ecco2k
Flutter Mane | Spectral Spaghetti
Iron Jugulis | Mega Dodrio
Great Tusk | Mamoswole
Chi-Yu | Fiendish Fish
Flutter Mane | Spectral Spaghetti
Iron Jugulis | Mega Dodrio
Bruxish | Flambuoyant
Chi-Yu | Fiendish Fish
Flutter Mane | wFlutter-Mane
Amoonguss | wAmoonguss
Chien-Pao | wChien-Pao
Iron Hands | wIron-Hands
Annihilape | Hamlet's Dad
Wo-Chien | Big Slime
Flutter Mane | Spaghetti
Ting-Lu | OHKO
Orthworm | BDE
Scizor | Mane Stopper
Talonflame | Pontiac
Kingambit | King Mane
Ting-Lu | RUSTY BOWL
Wo-Chien | LORD SLUG
Hatterene | Kimiko
Garganacl | McPuffin
Scizor | Red
Clawitzer | Seafood
Arcanine | Good Boi
Ting-Lu | Annoying
Abomasnow | Obomasnow
Arboliva | Luthien
Glimmora | Moranca
Hariyama | Rikishi
Gholdengo | Florino
Houndstone | 小白
Abomasnow | Obomasnow
Hatterene | Wanda
Kingambit | The Stitcher
Torkoal | Beatles
Flareon | Inferno
Indeedee | ?
Armarouge | Kelvin
Iron Moth | Mecharona
Arboliva | Majaré
Iron Hands | Manoalegre
Glimmora | GurrenLagan
Garganacl | Gargañoclo
Ting-Lu | Ruin Statue
Iron Hands | Thick
Rabsca | Garry
Amoonguss | Kikoken
Flutter Mane | Soul Fist
Palafin | Totsugeki
Baxcalibur | Foot Dive
Annihilape | Baki
Kilowattrel | Alba
Maushold | Home
Palafin | Hood
Corviknight | Corvo Coffee
Glimmora | Chauncey
Gholdengo | ugh
Ting-Lu | Ting-Luigi
Roaring Moon | Asia
Baxcalibur | Glacius
Flutter Mane | Rouge
Iron Bundle | Glitch
Arcanine | K-9
Ting-Lu | Ruin Statue
Iron Hands | Thick
Rabsca | Garry
Gholdengo | 50 Cent
Hariyama | Yokozuna
Mimikyu | Casper
Gyarados | Haku
Iron Moth | Doritos
Kingambit | Whitebeard
Torkoal | 420 blazing
Armarouge | Bipedal Failinks
Garganacl | Salty?
Scyther | ✂️✂️Edward✂️✂️
Crabrawler | 🦀🦀Eugene🦀🦀
Bonsly | 🌳🌳Dave🌳🌳
Nymble | 🦗🦗Big Jack🦗🦗
Iron Valiant | Mecha Unit α
Ceruledge | Gal
Chi-Yu | Lambari
Iron Jugulis | Mecha Unit η
Amoonguss | Among who?
Gallade | RicFlair
Farigiraf | Geoffrey
Palafin | BATMAN?!?!
Flutter Mane | 💜💓💜
Amoonguss | SUSIMPOSTER📮
Arcanine | RK9
Flutter Mane | Spooke
Iron Hands | Handsy
Dachsbun | Toasty
Chi-Yu | Oreos are gud
Amoonguss | Ramónguss
Hatterene | Clarita
Torkoal | Cubero
Scizor | Cizo
Chi-Yu | Shiryu
Flutter Mane | Lost my pride
Iron Bundle | Ai robando
Amoonguss | mushy
Arcanine | woofy
Flutter Mane | spooky
Ting-Lu | moosey
Lilligant | TT
Torkoal | Breakthrough
Flutter Mane | Mimi
Arcanine | ChiYu
Chien-Pao | Weasel
Dragonite | Orange Sonic
Annihilape | Monke
Maushold | Family Guy
Amoonguss | Not Amoonguss
Azumarill | Bluey
Arcanine | King
Flutter Mane | Mimi
Flutter Mane | Mimi
Annihilape | Zuse
Chien-Pao | Kwan-Pao
Dragapult | Mommapult
Iron Bundle | Ordinance
Garchomp | Birdman
Talonflame | Bolt the birb
Iron Hands | Birdy G
Scyther | ✂️✂️Edward✂️✂️
Toedscool | 🦑🦑Quentin🦑🦑
Rolycoly | 🚂🚂Dwayne🚂🚂
Nymble | 🦗🦗Big Jack🦗🦗
Flutter Mane | Mimi
Maushold | Critical mauss
Iron Bundle | Ordinance
Garchomp | Birdman
Iron Hands | Birdy G
Wo-Chien | PageKnight
Torkoal | Abrams
Murkrow | Fool
Farigiraf | Freak
Iron Bundle | Ordinance
Garchomp | Birdman
Talonflame | Bolt the birb
Slowbro | Itzamna
Bronzong | Ah-Uaynih
Lycanroc | Ah-Puch
Dondozo | Tlacolotl
Gholdengo | Gold OS
Iron Bundle | Ordinance
Garchomp | Birdman
Talonflame | Bolt the birb
Flutter Mane | Gucci Mane
Great Tusk | Great Task
Appletun | apl
Jumpluff | Tobias
Baxcalibur | Glacius
Iron Bundle | Glitch
Arcanine | K-9
Iron Bundle | Ordinance
Garchomp | Birdman
Talonflame | Bolt the birb
Flutter Mane | Gucci Mane
Great Tusk | Great Task
Torkoal | Gerald
Jumpluff | Tobias
Arcanine | ChiYu
Indeedee | De Rossi
Armarouge | Totti
Amoonguss | G. Mancini
Kingambit | Abraham
Glimmora | Twitter
Arcanine | Joy
Dragonite | Treasure
Skeledirge | Nitrogen
Amoonguss | Mimic
Tyranitar | Zenith
Flutter Mane | Mimi
Arcanine | ChiYu
Flutter Mane | Mimi
Arcanine | ChiYu
Dragonite | Treasure
Skeledirge | Nitrogen
Iron Hands | Elektrizität
Tyranitar | Zenith
Gholdengo | Seckiyenanowe
Rotom | ioechu
Corviknight | Captain Holt
Ting-Lu | ErCarroArmato
Gyarados | ErPesceGigante
Flutter Mane | MagariShotti
Dragonite | Paolo
Gholdengo | Gold OS
Maushold | Critical mauss
Iron Bundle | Ordinance
Talonflame | Bolt the birb
Gastrodon | Squishy
Maushold | Aushaul
Annihilape | Dante
Ting-Lu | Aroostook
Kingambit | 大酱侠
Arcanine | 疯狗侠
Ting-Lu | 古鼎侠
Amoonguss | 盾菇侠
Espathra | Rocket Queen
Glimmora | no se
Gholdengo | Gold OS
Maushold | Critical mauss
Iron Bundle | Ordinance
Talonflame | Bolt the birb
Flutter Mane | Hairspray
Gastrodon | Squishy
Annihilape | Dante
Ting-Lu | Aroostook
Flutter Mane | Hairspray
Baxcalibur | Oxalaia
Ting-Lu | Aroostook
Gyarados | Unagi
Gholdengo | Gold OS
Maushold | Critical mauss
Iron Bundle | Ordinance
Talonflame | Bolt the birb
Iron Hands | Super Hans
Rotom | Washi Sunak
Gholdengo | Gold OS
Maushold | Critical mauss
Iron Bundle | Ordinance
Talonflame | Bolt the birb
Flutter Mane | Hairspray
Baxcalibur | Oxalaia
Ting-Lu | Aroostook
Talonflame | MAXIMUM BIRD
Palafin | JoJo
Gholdengo | Goldstein
Chi-Yu | Cracker Island
Rotom | Plastic Beach
Iron Jugulis | The now now
Maushold | Strange Timez
Tyranitar | Tarrasque
Garchomp | Mogaru
Tatsugiri | Aboleth
Dondozo | Marid
Palafin | PlusUltra
Flutter Mane | Cornelia
Amoonguss | Susy
Tyranitar | Thamill
Lycanroc | Roxie
Amoonguss | Sus
Arcanine | ChiYu
Wo-Chien | The Woodsman
Gholdengo | Metalico
Iron Hands | Fat Gum
Palafin | Aquafino
Flutter Mane | Cornelia
Amoonguss | Susy
Ting-Lu | Good Soup
Chi-Yu | Ta-Da!
Flutter Mane | Scarlett
Iron Bundle | Hot Pants
Gyarados | The World
Flutter Mane | Cornelia
Arcanine | Apolo
Amoonguss | Susy
Roaring Moon | Benito
Chi-Yu | Ta-Da!
Flutter Mane | Scarlett
Iron Bundle | Hot Pants
Gyarados | The World
Gyarados | Geraldo
Chi-Yu | Shiryu
Flutter Mane | Lost my pride
Iron Bundle | Ai robando
Flutter Mane | Melenaleteo
Gastrodon | Dilectus
Torkoal | Fumus
Lilligant | Flos puella
Iron Moth | Ignis
Palafin | PlusUltra
Flutter Mane | Cornelia
Amoonguss | Susy
Roaring Moon | Benito
Lycanroc | Rocky
Talonflame | FalconPunch
Quaquaval | Gay Cousin
Houndstone | TheFamilyDog
Palafin | PlusUltra
Flutter Mane | Cornelia
Arcanine | Apolo
Roaring Moon | Benito
Gyarados | Su Padre
Ting-Lu | Su Novio
Flutter Mane | LaKMeGusta
Iron Hands | Su Hermano
Palafin | PlusUltra
Flutter Mane | Cornelia
Amoonguss | Susy
Ting-Lu | Good Soup
Wo-Chien | Rosetta
Polteageist | Teatime
Scizor | Pow Pow
Bellibolt | Jelli Belli
Garchomp | Great Chomp
Grumpig | DJ Grumble
Eelektross | Escalator
Palafin | PlusUltra
Flutter Mane | Cornelia
Arcanine | Apolo
Ting-Lu | Good Soup
Floatzel | Palafin's Cousin
Iron Jugulis | Juggy Baby
Florges | Flizzy J
Eelektross | Escalator
Wo-Chien | Rosetta
Cloyster | The Count
Foongus | Safety First!
Bellibolt | Jelli Belli
Torkoal | Ougway
Chien-Pao | O Rei dos Reis
Great Tusk | Many
Kingambit | Overlorde Supremo
Hariyama | Suki
Dragonite | Big Bertha
Tsareena | Rosa
Slither Wing | Ol' Bessie
Amoonguss | Help
Gothitelle | Hi
Farigiraf | Zebra
Azumarill | Walking Nuke
Palafin | PlusUltra
Flutter Mane | Cornelia
Arcanine | Apolo
Ting-Lu | Good Soup
Jumpluff | Peach
Flutter Mane | Dolly
Torkoal | Ougway
Chien-Pao | O Rei dos Reis
Palafin | PlusUltra
Flutter Mane | Cornelia
Amoonguss | Susy
Roaring Moon | Benito
Palafin | Dozo
Dragapult | Dnite
Arcanine | ChiYu
Flutter Mane | Mimi
Palafin | PlusUltra
Flutter Mane | Cornelia
Amoonguss | Susy
Ting-Lu | Good Soup
Annihilape | Monke
Iron Valiant | Wholesome
Scream Tail | Loud
Fletchling | Trollface
Flutter Mane | Dolly
Torkoal | Ougway
Chien-Pao | O Rei dos Reis
Great Tusk | Many
Palafin | John Maoist
Flutter Mane | Flutter Mane 2.0
Rotom | Chibi-Roto
Krookodile | Big Crocs™
Palafin | Dozo
Dragapult | Dnite
Amoonguss | WoChien
Arcanine | ChiYu
Scream Tail | Persephone
Arboliva | Rhea
Salamence | Salami
Murkrow | C'mon C'mon
Houndstone | Dragula
Tyranitar | Godzilla
Palafin | Ocean Man
Chi-Yu | Art kid
Gholdengo | Football Captain
Talonflame | Cheer Captain
Garchomp | Baddest Dude
Palafin | Dozo
Dragapult | Dnite
Amoonguss | WoChien
Arcanine | ChiYu
Chi-Yu | Art kid
Gholdengo | Football Captain
Talonflame | Cheer Captain
Garchomp | Baddest Dude
Chi-Yu | Art kid
Iron Bundle | Nerd
Talonflame | Cheer Captain
Garchomp | Baddest Dude
Houndstone | Dragula
Tyranitar | Godzilla
Palafin | Ocean Man
Corviknight | Mr. Jones
Dondozo | Kingpin
Tatsugiri | Wesley
Scyther | Pizza
Staraptor | Blue
Palafin | PlusUltra
Flutter Mane | Cornelia
Amoonguss | Susy
Roaring Moon | Benito
Flutter Mane | Cornelia
Arcanine | Apolo
Amoonguss | Susy
Ting-Lu | Good Soup
Murkrow | C'mon C'mon
Houndstone | Dragula
Chi-Yu | B.H. Sun
Tyranitar | Godzilla
Flutter Mane | Myrtle
Scream Tail | Persephone
Ceruledge | Grim Shady
Salamence | Salami
Flutter Mane | Cornelia
Arcanine | Apolo
Amoonguss | Susy
Ting-Lu | Good Soup
Murkrow | haze
Wo-Chien | leesh seed
Arcanine | extremespeed
Garganacl | Bignacl
Flutter Mane | FANCY
Kingambit | HOT
Great Tusk | Trouble
Greedent | Gree DONT
Mudsdale | Mustdale
Tyranitar | T-tar
Klefki | Snefki
Toxapex | Toxic Pecs
Indeedee | Inseedee
Hatterene | Dewtree
Garganacl | Bignacl
Flutter Mane | Cornelia
Arcanine | Apolo
Amoonguss | Susy
Roaring Moon | Benito
Palafin | PlusUltra
Arcanine | Apolo
Amoonguss | Susy
Roaring Moon | Benito
Palafin | PlusUltra
Flutter Mane | Cornelia
Amoonguss | Susy
Roaring Moon | Benito
Houndstone | Dragula
Chi-Yu | B.H. Sun
Tyranitar | Godzilla
Palafin | Ocean Man
Garganacl | Salt me Bae
Arcanine | Tucker
Amoonguss | Sus
Palafin | Chest Day
Palafin | PlusUltra
Flutter Mane | Cornelia
Amoonguss | Susy
Ting-Lu | Good Soup
Annihilape | Mugen
Arcanine | Teddy
Amoonguss | Mossbag
Iron Bundle | Zuggins
Azumarill | zoomie
Gholdengo | heybrotha
Amoonguss | Imposter
Lucario | Goku
Amoonguss | venter
Gastrodon | squeeky toy
Blissey | bussy
Palafin | PlusUltra
Flutter Mane | Cornelia
Amoonguss | Susy
Ting-Lu | Good Soup
Tatsugiri | Ah-Hulneb
Slowbro | Itzamna
Lycanroc | Ah-Puch
Dondozo | Tlacolotl
Palafin | PlusUltra
Flutter Mane | Cornelia
Arcanine | Apolo
Amoonguss | Susy
Azumarill | zoomie
Gholdengo | heybrotha
Amoonguss | Imposter
Ceruledge | z saber
Amoonguss | look at me hector
Roaring Moon | krauser
Iron Hands | oro
Palafin | PlusUltra
Flutter Mane | Cornelia
Arcanine | Apolo
Amoonguss | Susy
Dragapult | Caraxes
Flutter Mane | Gucci Mane
Amoonguss | Bunga
Wo-Chien | STAY MAD
Glimmora | FIRE AND BRIMSTONE
Flutter Mane | MOCKING BIRD
Gothitelle | PRO GHOSTING
Chi-Yu | B.H. Sun
Tyranitar | Godzilla
Palafin | PlusUltra
Flutter Mane | Cornelia
Amoonguss | Susy
Roaring Moon | Benito
Tsareena | YOU'RE QUEEN
Gyarados | GyaraDON'T
Sableye | G○BLIN M○DE
Roaring Moon | UtakeDAmoon!
Palafin | PlusUltra
Flutter Mane | Cornelia
Arcanine | Apolo
Amoonguss | Susy
Flutter Mane | Cornelia
Amoonguss | Susy
Ting-Lu | Good Soup
Palafin | PlusUltra
Flutter Mane | Cornelia
Amoonguss | Susy
Ting-Lu | Good Soup
Flutter Mane | Cancer
Gallade | Occam
Iron Bundle | Kris Kringle
Arcanine | Doglefox
Iron Jugulis | Mike
Amoonguss | Saul
Arcanine | ChiYu
Flutter Mane | Mimi
Arcanine | ChiYu
Tatsugiri | Hell Shell
Dondozo | Impala
Chi-Yu | Yeah Yeah
Iron Bundle | Okra
Flutter Mane | Mimi
Arcanine | ChiYu
Flutter Mane | Cancer
Gallade | Occam
Magnezone | Alexi
Iron Bundle | Kris Kringle
Vaporeon | Wave
Bellibolt | Tubby
Gyarados | Cajun
Baxcalibur | Little Foot
Great Tusk | Tuskenraider
Arcanine | ChiYu
Avalugg | Chilled Swag
Grafaiai | Finger Sucker
Chien-Pao | Sheer Audacity
Oranguru | Bossy Munkee
Palafin | Deku
Tyranitar | giga2
Scream Tail | hi-jinx
Ting-Lu | deer of bowl
Flutter Mane | blu
Flutter Mane | Mimi
Chien-Pao | Sephiroth
Maushold | Dom
Gyarados | Kylon
Amoonguss | Glick Wolfe
Iron Hands | Zheng Cybertron
Mimikyu | Patel Neil
Palafin | Dozo
Flutter Mane | Mimi
Arcanine | ChiYu
Chien-Pao | Diego
Dragonite | Cecilia
Flutter Mane | Toxicidad
Gyarados | Ronaldinho
Palafin | Justice
Amoonguss | Amoongsus
Dragonite | Nite Nite
Amoonguss | Among who?
Farigiraf | Geoffrey
Gallade | RicFlair
Great Tusk | Dumbo
Armarouge | Tenshinhan
Arboliva | Green Zenyatta
Garchomp | traumas
Abomasnow | THE OG
Baxcalibur | Excalibur
Iron Bundle | Delibirdon't
Rotom | Friend
Amoonguss | sussy
Flutter Mane | Mimi
Arcanine | shoyo
Roaring Moon | big man
Amoonguss | GimmeAkiss
Pelipper | BigDuck
Barraskewda | Squelch
Gholdengo | Dad?!
Flutter Mane | flutter ya mane
Iron Bundle | bundle of bitches
Amoonguss | AMOGUS
Iron Hands | catch these hands
Palafin | fish
Amoonguss | sussy
Flutter Mane | Mimi
Ting-Lu | natsu
Maushold | theFamily
Annihilape | Goblin
Amoonguss | Shrom41Mor
Flutter Mane | Mimi
Arcanine | shoyo
Roaring Moon | big man
Ting-Lu | natsu
Houndstone | what the dog doin
Garchomp | rawrchomp
Chi-Yu | Goldie
Chien-Pao | Diego
Flutter Mane | Toxicidad
Gyarados | Ronaldinho
Dondozo | Voom
Dondozo | Notyourdozo
Flutter Mane | Mimi
Rotom | dont miss
Roaring Moon | Moaning Moon
Gastrodon | Gastrosaurus
Glaceon | Ice Ice Eevee
Rotom | dont miss
Tyranitar | giga2
Scream Tail | hi-jinx
Kingambit | Tokugawa
Flutter Mane | Flo
Chi-Yu | Jade
Chien-Pao | Jian Bao
Ting-Lu | Cheap Trick
Amoonguss | Amogus
Maushold | Mr. And Ms.
Gholdengo | Midas
Ting-Lu | Big Man
Palafin | Friend
Chien-Pao | Kira
Flutter Mane | Suave
Palafin | All-Might
Arcanine | Good Girl
Roaring Moon | Dinomence
Tyranitar | The Rock
Lycanroc | Best Boi
Iron Bundle | Robot Chicken
Annihilape | Monke
Flutter Mane | Mimi
Flutter Mane | Mimi
Flutter Mane | Rhea Ripley
Garganacl | yeah
Rotom | Sami Zayn
Gholdengo | KoolAid
Maushold | Cupid
Arcanine | Nexus
Roaring Moon | Alice
Tyranitar | The Rock
Iron Bundle | Robot Chicken
Arcanine | Good Boy
Annihilape | Monke
Dragapult | Soviet
Chien-Pao | Union
Scizor | Zhukov
Iron Moth | Farfallina
Flutter Mane | Mimi
Dudunsparce | Dunsie
Flutter Mane | Mimi
Flutter Mane | Mimi
Flutter Mane | Mimi
Flutter Mane | Mimi
Flutter Mane | Mimi
Flutter Mane | Mimi
Meowscarada | Brujería
Pawmot | Trueno
Arcanine | Perro
Baxcalibur | Hielo
Eelektross | KoKoGnRyoRku
Palafin | Dozo
Chien-Pao | Bundle
Dragapult | Dnite
Arcanine | ChiYu
Ting-Lu | Su Novio
Flutter Mane | Mimi
Tauros | Fumanchu
Glimmora | Starro
Gyarados | Deborah
Lilligant | P3t3l1l
Torkoal | T0rk04l
Flutter Mane | M1sdr34vus
Chien-Pao | Pao-Chien
Arcanine | Goodest Boi
Palafin | Badder Gril
Amoonguss | POLLEN PUFF
Arcanine | Goodest Boi
Palafin | Badder Gril
Amoonguss | POLLEN PUFF
Breloom | Tattisaurus
Chien-Pao | Nivalis
Annihilape | Winton
Flutter Mane | Farter Man
Arcanine | Goodest Boi
Amoonguss | POLLEN PUFF
Annihilape | Winton
Arcanine | Goodest Boi
Palafin | Badder Gril
Amoonguss | POLLEN PUFF
Flutter Mane | Farter Man
Amoonguss | Messi
Arcanine | HotAss
Ting-Lu | TuMama
Flutter Mane | Melameneo
Flutter Mane | Farter Man
Ting-Lu | Annoying
Annihilape | Caesar
Maushold | Selahn
Chien-Pao | Chicken-pao
Dragapult | Dnite
Amoonguss | WoChien
Arcanine | ChiYu
Flutter Mane | Mimi
Flutter Mane | flutter ya mane
Iron Bundle | bundle of bitches
Palafin | BANKAI
Iron Hands | catch these hands
Annihilape | macaco
Palafin | Dozo
Chien-Pao | Bundle
Amoonguss | WoChien
Flutter Mane | Mimi
Chi-Yu | Tanlan
Iron Bundle | Deliborg
Great Tusk | Donfang
Baxcalibur | Glacius
Iron Hands | Dom
Iron Bundle | Glitch
Arcanine | K-9
Iron Bundle | JH
Tyranitar | Tarrasque
Tatsugiri | Aboleth
Dondozo | Marid
Pawmot | RABBIT
Azumarill | Goldy
Arcanine | Kay
Flutter Mane | Morgana
Iron Hands | Watakoi
Azumarill | Goldy
Arcanine | Kay
Iron Hands | Watakoi
Amoonguss | Amanita
Gholdengo | Ute
Tauros | Platypus
Grimmsnarl | Yowie
Toxtricity | Lamingtons
Tauros | Platypus
Veluza | Zooper Dooper
Grimmsnarl | Yowie
Toxtricity | Lamingtons
Azumarill | Goldy
Arcanine | Kay
Flutter Mane | Morgana
Iron Hands | Watakoi
Azumarill | Goldy
Iron Hands | Watakoi
Amoonguss | Amanita
Dondozo | Caravela
Tatsugiri | Magalhães
Armarouge | Kelvin
Azumarill | Goldy
Arcanine | Kay
Flutter Mane | Morgana
Iron Hands | Watakoi
Farigiraf | <3
Garganacl | salt cure
Maushold | Dom
Gyarados | Edelgard
Amoonguss | inevitable
Gyarados | Palahater
Chi-Yu | irony
Baxcalibur | Dunkmaster
Roaring Moon | Smaug
Gholdengo | 50 Cent
Hariyama | Yokozuna
Gyarados | Haku
Lycanroc | The Freaks
Medicham | Shawty
Dondozo | Dough Boi
Tatsugiri | Toy Soldier
Glimmora | Twitter
Baxcalibur | Glacius
Iron Hands | Dom
Arcanine | K-9
Annihilape | Vecna
Maushold | Bu Ba Bo Biv
Armarouge | Charcuterie
Indeedee | Indupitably
Flutter Mane | Sada
Garchomp | Cynthia
Klefki | kingdom hearts
Grafaiai | doodle jump
Slaking | wacky stats
Kingambit | checkmate
Flutter Mane | FANCY
Great Tusk | Trouble
Greedent | Gree DONT
Chi-Yu | Liyuu
Palafin | Test Fin
Sylveon | Ribbon
Tyranitar | Tarrasque
Garchomp | Mogaru
Dondozo | Marid
Roaring Moon | Smaug
Gholdengo | 50 Cent
Hariyama | Yokozuna
Gyarados | Haku
Baxcalibur | Glacius
Flutter Mane | Rouge
Iron Hands | Dom
Arcanine | K-9
Chi-Yu | Liyuu
Iron Bundle | 包袱包袱
Hariyama | Yokozuna
Mimikyu | Casper
Gyarados | Haku
Flutter Mane | Sada
Tyranitar | Tarrasque
Garchomp | Mogaru
Corviknight | Roc
Dondozo | Marid
Iron Jugulis | Ghidorah
Chi-Yu | Spicy Nemo
Gholdengo | raining rain
Orthworm | DR. WORM
Ting-Lu | JUST LIKE ME FRFR
Iron Bundle | ZEE´S BANHAMMER
Rotom | alex owo
Great Tusk | Daddy tusk
Chi-Yu | Fish and Chips
Flutter Mane | Raven
Iron Bundle | Tomioka
Great Tusk | Manni
Talonflame | Red-Hawk
Kingambit | Oda Nobunaga
Chien-Pao | Diego
Annihilape | SoMadItDied
Maushold | Haus of Maus
Chien-Pao | Icecalibur
Flutter Mane | Mutter Flane
Arcanine | Maurice
Arcanine | Maurice
Baxcalibur | Gelonite
Torkoal | Luigi
Gastrodon | GROHAHSHSHSH
Rotom | IRON MUGULIS
Tyranitar | Great Tyrant
Corviknight | IRON BIRD
Chien-Pao | Sephiroth
Maushold | Dom
Gyarados | Edelgard
Orthworm | dirt eater
Ting-Lu | Choco-Mousse
Arcanine | Infurno
Arcanine | Flower
Kingambit | Excalibur
Chien-Pao | Union
Chi-Yu | Red army
Iron Moth | Farfallina
Dragonite | Soviet
Roaring Moon | Smaug
Gholdengo | 50 Cent
Hariyama | Yokozuna
Mimikyu | Casper
Palafin | Dozo
Chien-Pao | Bundle
Dragapult | Dnite
Arcanine | ChiYu
Iron Bundle | Fearful Leader
Amoonguss | Friend
Bronzong | dong
Ceruledge | Swords? IDK
Chien-Pao | Teshima
Glimmora | Kaburagi
Arcanine | Naruko
Corviknight | Aoyagi
Roaring Moon | Smaug
Gholdengo | 50 Cent
Hariyama | Yokozuna
Gyarados | Haku
Baxcalibur | Glacius
Iron Hands | Dom
Iron Bundle | Glitch
Arcanine | K-9
Hariyama | Yokozuna
Mimikyu | Casper
Gyarados | Haku
Amoonguss | Fry Up
Dragonite | Maserati
Flutter Mane | Agatha
Great Tusk | Raisenzahn
Gholdengo | 50 Cent
Hariyama | Yokozuna
Mimikyu | Casper
Gyarados | Haku
Dachsbun | Laika
Chi-Yu | Hotdog
Gyarados | AirBud
Amoonguss | Pugsley
Baxcalibur | Glacius
Iron Hands | Dom
Arcanine | K-9
Gholdengo | 50 Cent
Hariyama | Yokozuna
Mimikyu | Casper
Gyarados | Haku
Flutter Mane | Sada
Dachsbun | Laika
Chi-Yu | Hotdog
Gyarados | AirBud
Amoonguss | Pugsley
Roaring Moon | Smaug
Gholdengo | 50 Cent
Hariyama | Yokozuna
Mimikyu | Casper
Chi-Yu | Liyuu
Iron Hands | Rishiki
Torkoal | Koalio
Lilligant | Lilly
Great Tusk | Raisenzahn
Abomasnow | Obamasnow
Kingambit | Zangetsu
Baxcalibur | Glacius
Iron Hands | Dom
Arcanine | K-9
Arboliva | Majaré
Iron Hands | Manoalegre
Farigiraf | Agamenon
Mimikyu | Blues
Flutter Mane | Sada
Volcarona | wVolcarona
Baxcalibur | wBaxcalibur
Gyarados | wGyarados
Arboliva | wArboliva
Scizor | Scissors
Flutter Mane | Misdreavus v2
Chien-Pao | Ice Weasel
Azumarill | Jessica
Baxcalibur | Glacius
Iron Hands | Dom
Iron Bundle | Glitch
Arcanine | K-9
Torkoal | Tartaga
Flutter Mane | Manivolanti
Iron Hands | Grossemani
Garchomp | GARCHI
Corviknight | CORVUS
Chi-Yu | PECECITO
Volcarona | wVolcarona
Baxcalibur | wBaxcalibur
Gyarados | wGyarados
Arboliva | wArboliva
Dragonite | Bruno Mars
Chien-Pao | Charlie Puth
Maushold | Yeet the Childe
Hydreigon | Germany
Gholdengo | Cheese String
Murkrow | Mafia
Flutter Mane | Big Missy
Amoonguss | Shroomie
Dragonite | Bruno Mars
Chien-Pao | Charlie Puth
Iron Hands | Lewis Capaldi
Amoonguss | Ed Sheeran
Flutter Mane | Big Missy
Amoonguss | Shroomie
Flutter Mane | Spooke
Iron Hands | Handsy
Dachsbun | Toasty
Chi-Yu | Oreos are gud
Pikachu | Químichin
Chi-Yu | Xiuhtecuhtli
Murkrow | Ehécatl
Great Tusk | Mixcóatl
Wugtrio | Shlonk Bois
Maushold | Family Plan
Mudsdale | Trusty
Tyranitar | Zilla
Ceruledge | Standing Here
Amoonguss | I Realize
Palafin | That You Were
Scizor | Trying To Make
Palafin | Dozo
Chien-Pao | Bundle
Dragapult | Dnite
Arcanine | ChiYu
Abomasnow | Obamasnow
Kingambit | Zangetsu
Gothitelle | Egirl
Scream Tail | SSJ3 Jiggly
Lilligant | MOB
Torkoal | NUCLEAR
Great Tusk | BIGHEAD
Flutter Mane | flap flap
Chien-Pao | cat
Iron Hands | hands go brr
Iron Moth | moff
Brambleghast | Rumble n Tumble
Kilowattrel | Skipper
Iron Bundle | Private
Amoonguss | Spores
